Period,Revenue,GrossProfit,GrossMargin,OperatingIncome,OperatingMargin,EBITDA,NetIncome,NetMargin,EPS,FreeCashFlow,ShareholdersEquity,TotalDebt,CashAndEquivalents,SharesOutstanding,GameRevenue,YoudaoRevenue,CloudMusicRevenue,InnovativeRevenue
Q4 2014,3463.0,2485.4,71.8,,,,1271.3,36.7,1.56,,,,,2707.5,,,393.2
FY2014,11716.7,8466.9,72.3,,,,4527.6,38.6,5.48,,,,,9300.0,,,1116.7
Q1 2015,3660.2,2489.1,68.0,,,,1264.4,34.5,1.56,1925.1,24607.0,1228.3,3740.0,,2941.2,,,421.2
Q2 2015,4567.9,2845.6,62.3,,,,1428.6,31.3,1.73,,,,,3657.1,,,483.0
Q3 2015,6671.8,3849.3,57.7,,,,1932.9,29.0,2.21,,,,,5212.9,,,1004.0
Q4 2015,7903.0,4219.7,53.4,,,,2163.4,27.4,2.54,,,,,5502.9,,,1791.1
FY2015,22802.9,13403.7,58.8,,,,6789.3,29.8,7.76,,,,,17313.1,,,3699.8
Q1 2016,9264.3,5192.9,56.1,,,,3244.3,35.0,3.82,,,,,6748.0,,,1606.8
Q2 2016,10256.4,5668.3,55.3,,,,3594.9,35.0,4.25,,,,,7497.2,,,1643.3
Q3 2016,10876.6,5988.7,55.1,,,,3848.5,35.4,4.56,,,,,7998.3,,,1601.8
Q4 2016,11456.7,6192.6,54.0,,,,4087.3,35.7,4.86,,,,,8416.8,,,1766.7
FY2016,41853.0,22842.5,54.6,,,,14775.0,35.3,17.50,,,,,30659.3,,,6618.6
Q1 2017,11582.9,6322.4,54.6,,,,4270.1,36.9,5.16,,,,,8563.2,,,1535.8
Q2 2017,13364.0,7209.2,53.9,,,,4950.1,37.0,6.00,,,,,9889.3,,,1695.7
Q3 2017,12532.7,6832.0,54.5,,,,4423.1,35.3,5.37,,,,,9408.0,,,1456.7
Q4 2017,14623.9,7733.3,52.9,,,,5372.1,36.7,6.54,,,,,10924.4,,,1909.5
FY2017,52103.5,28096.9,53.9,,,,19015.4,36.5,23.08,,,,,38785.0,,,6536.7
Q1 2018,14226.2,7650.1,53.8,,,,4991.6,35.1,6.10,,,,,10508.3,,,1631.2
Q2 2018,16339.0,8755.3,53.6,,,,5806.2,35.5,7.12,,,,,12082.1,,,1896.9
Q3 2018,16860.0,9099.4,54.0,,,,6184.5,36.7,7.60,,,,,12546.2,,,1781.8
Q4 2018,18428.8,9796.9,53.2,,,,6542.0,35.5,8.06,,,,,13742.7,,,1892.1
FY2018,65854.0,35301.7,53.6,,,,23524.3,35.7,28.88,,,,,48879.3,,,7190.0
Q1 2019,14422.2,7737.7,53.6,3755.1,26.0,,2732.9,18.9,3.01,2625.9,,,,11850.2,225.7,,2346.3
Q2 2019,15087.1,8024.7,53.2,3993.8,26.5,,2993.9,19.8,3.28,3688.5,,,,11953.8,305.2,,2828.1
Q3 2019,15681.0,8003.3,51.0,2767.2,17.6,,2209.4,14.1,2.41,4016.5,,,,12221.0,327.6,,3132.4
Q4 2019,15734.8,8210.4,52.2,2976.4,18.9,,3053.7,19.4,3.34,5510.7,102388.2,19668.2,21428.9,,11604.3,410.4,,3720.0
FY2019,60925.1,31976.1,52.5,13492.5,22.1,,10989.9,18.0,12.04,15841.6,102388.2,19668.2,21428.9,,47629.3,1268.9,,12027.0
Q1 2020,17062.4,9377.6,55.0,4486.4,26.3,,3551.0,20.8,3.88,6500.6,,,,13518.2,541.4,,3002.7
Q2 2020,18148.9,9587.7,52.8,4676.0,25.8,,3558.0,19.6,3.88,5754.2,,,,14075.9,529.7,,3543.4
Q3 2020,18658.2,9885.8,53.0,2869.5,15.4,,2998.2,16.1,3.34,6110.3,,,,13862.0,896.0,,3900.1
Q4 2020,19761.7,9927.8,50.2,3012.0,15.2,,975.7,4.9,0.22,5741.6,118044.8,12233.0,22411.1,,13400.2,1106.8,,5254.8
FY2020,73631.2,38778.9,52.7,15043.9,20.4,,12082.9,16.4,2.80,24106.7,118044.8,12233.0,22411.1,,54856.3,3074.0,,15700.9
Q1 2021,20502.3,11178.5,54.5,4900.9,23.9,,3651.4,17.8,4.10,7438.8,,,,15080.0,669.3,,4753.0
Q2 2021,20893.9,11308.1,54.1,5073.0,24.3,,4254.0,20.4,4.77,6852.6,,,,15383.0,876.0,,4634.9
Q3 2021,22172.2,11998.9,54.1,5313.5,24.0,,4473.2,20.2,5.02,7787.5,,,,15871.0,1055.6,,5245.6
Q4 2021,24419.2,13047.6,53.4,5982.8,24.5,,4896.1,20.1,5.49,10278.8,128766.8,11866.7,31893.0,,17528.0,1358.4,,5532.8
FY2021,87987.6,47533.1,54.0,21270.2,24.2,,17274.7,19.6,19.38,32357.7,128766.8,11866.7,31893.0,,63862.0,3959.1,,20166.5
Q1 2022,23488.7,12746.6,54.3,5729.5,24.4,,4769.6,20.3,5.35,8851.2,,,,17202.0,1049.5,,5237.2
Q2 2022,24264.6,13063.7,53.8,5871.9,24.2,,5086.5,21.0,5.70,9013.1,,,,17747.0,1229.4,,5288.2
Q3 2022,24529.5,13148.1,53.6,5835.5,23.8,,5028.7,20.5,5.64,9662.7,,,,18007.0,1415.4,,5107.1
Q4 2022,27140.2,14518.0,53.5,7186.5,26.5,,6582.3,24.3,7.37,11808.3,120571.4,19667.4,22779.6,,20078.0,1389.0,,5673.2
FY2022,99423.0,53476.4,53.8,24623.4,24.8,,21467.1,21.6,24.06,39335.3,120571.4,19667.4,22779.6,,73034.0,5083.3,,21305.7
Q1 2023,24955.4,13440.5,53.9,6352.0,25.5,,5400.0,21.6,6.05,10114.3,,,,18493.0,1227.2,,5235.2
Q2 2023,25132.2,13467.5,53.6,6233.6,24.8,,5440.7,21.7,6.09,10300.7,,,,18584.0,1227.1,,5321.1
Q3 2023,26209.9,14090.8,53.8,6861.6,26.2,,6538.4,24.9,7.32,10575.6,,,,19353.0,1318.6,,5538.3
Q4 2023,27140.2,14418.2,53.1,6868.5,25.3,,6582.3,24.3,7.37,11808.3,124285.8,19668.0,21428.9,,20921.4,1480.5,1985.5,2752.7
FY2023,103437.7,55417.0,53.6,26315.7,25.4,,23961.4,23.2,22.83,42799.0,124285.8,19668.0,21428.9,,77351.4,5253.4,7866.9,20966.0
Q1 2024,26900.0,14476.4,53.8,7350.0,27.3,,7073.3,26.3,7.93,9636.8,,,,21500.0,1364.0,2006.0,2030.0
Q2 2024,25500.0,16036.7,62.9,6861.7,26.9,,6812.7,26.7,9.35,10575.6,,,,20100.0,1313.0,1999.0,2088.0
Q3 2024,26209.9,16476.6,62.9,7146.7,27.3,,6538.4,24.9,9.20,10575.6,,,,20864.0,1572.5,1999.2,1774.1
Q4 2024,26747.8,16272.3,60.8,7821.4,29.2,,8766.5,32.8,8.66,13012.2,138685.6,12233.0,51383.3,,21242.4,1339.8,1880.5,2285.1
FY2024,105377.6,65807.1,62.4,29179.8,27.7,,29697.6,28.2,33.23,45095.1,138685.6,12233.0,51383.3,,83706.4,5625.9,7950.1,8096.5
Q1 2025,28800.0,18464.0,64.1,8592.2,29.8,,10300.0,35.8,10.69,12100.0,,,,23950.0,1254.0,1854.0,1742.0
Q2 2025,27943.3,18096.8,64.8,9066.1,32.4,,8589.5,30.7,9.40,10931.7,,,,22800.0,1398.0,1980.0,1765.3
Q3 2025,28401.5,18173.4,64.0,8039.7,28.3,,8589.5,30.2,9.50,12872.0,156256.2,7350.0,31326.8,,23325.0,1620.0,1972.0,1484.5
Q4 2025E,29200.0,18542.0,63.5,8760.0,30.0,,9198.0,31.5,9.80,13500.0,162000.0,7000.0,35000.0,,24000.0,1450.0,1900.0,1850.0
FY2025E,114344.8,73276.2,64.1,34458.0,30.1,,36677.0,32.1,39.39,49403.7,162000.0,7000.0,35000.0,,94075.0,5722.0,7706.0,6841.8
